id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
155368,1513,21013951,contraindication,Poor metabolizer due to cytochrome p450 CYP2C19 variant,C1827468,Poor metabolizer due to cytochrome p450 CYP2C19 variant,T047,424500005
155369,1513,21001545,contraindication,Torsades de pointes,C0040479,Torsades de pointes,T047,31722008
155370,1407,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002
155371,1407,21001005,contraindication,Substance abuse,C0740858,Substance abuse,T048,66214007
155372,1421,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
155373,1569,21001815,indication,Legionella Pneumophila Pneumonia,,,,
155374,1569,21008311,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003
155375,1572,21000943,contraindication,Dementia,C0497327,Dementia,T048,52448006
155376,1572,21002471,contraindication,Vaginitis,C0042267,Vaginitis,T033,30800001
155377,1579,21002180,contraindication,Cirrhosis of liver,C0023890,Cirrhosis of liver,T047,19943007
155378,1529,21002098,contraindication,Inflammatory bowel disease,C0021390,Inflammatory bowel disease,T047,24526004
155379,1531,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
155380,1566,21002251,contraindication,Chronic renal failure syndrome,C0022661,Chronic renal failure syndrome,T047,90688005
155381,1549,21003387,contraindication,Allergic Reactions,,,,
155382,348,21002642,indication,Contact dermatitis,C0011616,Contact dermatitis,T047,40275004
155383,328,21002591,contraindication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006
155384,328,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155385,329,21001018,contraindication,Feeling agitated,C0085631,Feeling agitated,T184,24199005
155386,323,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
155387,305,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
155388,305,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
155389,380,21001460,off-label use,Angina pectoris,C0002962,Angina pectoris,T033,194828000
155390,394,21001611,contraindication,Low cardiac output syndrome,C0600177,Low cardiac output syndrome,T046,44088000
155391,361,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
155392,367,21003278,contraindication,Hyperglycemia,C0020456,Hyperglycemia,T047,80394007
155393,374,21001205,contraindication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001
155394,391,21000480,indication,Multiple myeloma,C0026764,Multiple myeloma,T191,109989006
155395,349,21000635,indication,Severe adrenal insufficiency,C0151467,Severe adrenal insufficiency,T047,24867002
155396,349,21000830,indication,Erythroblastic Anemia,,,,
155397,348,21000472,indication,Mycosis fungoides,C0026948,Mycosis fungoides,T191,118618005
155398,432,21001528,contraindication,Wolff-Parkinson-White pattern,C0043202,Wolff-Parkinson-White pattern,T047,74390002
155399,419,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003
155400,419,21006006,contraindication,Arginosuccinate Lyase Deficiency,,,,
155401,435,21007941,contraindication,Stimulant Drug Dependence,,,,
155402,439,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155403,434,21002223,contraindication,Disorder of biliary tract,C0005424,Disorder of biliary tract,T047,105997008
155404,463,21000681,contraindication,Vitamin K deficiency,C0042880,Vitamin K deficiency,T047,52675005
155405,463,21002855,indication,Spasticity,C0026838,Spasticity,T184,221360009
155406,463,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155407,956,21003063,indication,Insomnia,C0917801,Insomnia,T184,193462001
155408,942,21001550,indication,Atrial fibrillation,C0004238,Atrial fibrillation,T047,49436004
155409,942,21003145,contraindication,Anorexia nervosa,C0003125,Anorexia nervosa,T048,56882008
155410,966,21003221,indication,Post-Operative Nausea and Vomiting,,,,
155411,939,21001972,contraindication,Stomatitis,C0038362,Stomatitis,T047,61170000
155412,926,21001574,indication,Ventricular arrhythmia,C0085612,Ventricular arrhythmia,T046,44103008
155413,926,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000
155414,1024,21002048,contraindication,Gastrointestinal ulcer,C0237938,Gastrointestinal ulcer,T047,40845000
155415,1024,21001086,contraindication,Spastic paralysis,C0085621,Spastic paralysis,T046,78403003
155416,1018,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
155417,988,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
155418,1003,21013454,contraindication,Pathological fracture,C0016663,Pathological fracture,T046,268029009
155419,1013,21000285,indication,Gonorrhea of rectum,C0275665,Gonorrhea of rectum,T047,42746002
155420,1028,21001535,contraindication,Stokes-Adams syndrome,C0001396,Stokes-Adams syndrome,T047,46935006
155421,1030,21001513,contraindication,Cardiomyopathy,C0878544,Cardiomyopathy,T047,85898001
155422,1043,21002695,contraindication,Severe Pruritus,,,,
155423,1043,21001992,contraindication,Peptic reflux disease,C0014869,Peptic reflux disease,T047,57643001
155424,1043,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155425,1042,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007
155426,1057,21000641,indication,Primary ovarian failure,C0271606,Primary ovarian failure,T047,65846009
155427,2868,21001620,contraindication,Intracranial hemorrhage,C0151699,Intracranial hemorrhage,T046,1386000
155428,2869,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
155429,2841,21003106,indication,Tetany,C0039621,Tetany,T047,10629009
155430,2865,21003231,contraindication,Dysphagia,C0011168,Dysphagia,T047,40739000
155431,2865,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006
155432,4122,21002807,off-label use,Felty's syndrome,C0015773,Felty's syndrome,T047,57160007
155433,4137,21013430,off-label use,Bipolar disorder in remission,C0270425,Bipolar disorder in remission,T048,85248005
155434,3658,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
155435,3862,21000445,indication,Kaposi's Sarcoma Skin Lesions,,,,
155436,3609,21001620,contraindication,Intracranial hemorrhage,C0151699,Intracranial hemorrhage,T046,1386000
155437,4114,21003307,contraindication,Asthenia,C0004093,Asthenia,T184,13791008
155438,4125,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155439,3944,21000543,off-label use,Testicular Germ Cell Tumor,,,,
155440,3944,21000447,off-label use,Ovarian Germ Cell Tumor Carcinoma,,,,
155441,3927,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
155442,4115,21000614,contraindication,Hyperprolactinemia,C0020514,Hyperprolactinemia,T047,237662005
155443,4072,21000496,contraindication,"Leukemia, disease",C0023418,"Leukemia, disease",T191,93143009
155444,4072,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
155445,3667,40249024,off-label use,Methylmalonic acidemia,C0268583,Methylmalonic acidemia,T047,42393006
155446,3667,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155447,4119,21000902,contraindication,Lymphocytopenia,C0024312,Lymphocytopenia,T047,48813009
155448,3620,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009
155449,3344,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
155450,3424,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000
155451,3487,21002172,contraindication,Anastomosis of intestine,C0192711,Anastomosis of intestine,T061,235407009
155452,1659,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
155453,1704,21001686,contraindication,Deep venous thrombosis,C0149871,Deep venous thrombosis,T047,128053003
155454,1665,21003103,contraindication,Ataxia,C0004134,Ataxia,T184,20262006
155455,1649,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155456,1712,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
155457,1689,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
155458,1612,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
155459,1596,21001908,contraindication,Pulmonary Infiltrates,,,,
155460,1587,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
155461,1611,21004572,indication,Rosacea,C0035854,Rosacea,T047,398909004
155462,1603,21001834,indication,Acute bacterial bronchitis,C0339933,Acute bacterial bronchitis,T047,233598009
155463,1617,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000
155464,1603,21001739,indication,Acute maxillary sinusitis,C0155804,Acute maxillary sinusitis,T047,68272006
155465,1768,21000571,indication,Humoral hypercalcemia of malignancy,C0149911,Humoral hypercalcemia of malignancy,T047,47709007
155466,1768,21001205,contraindication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001
155467,1768,21000480,off-label use,Multiple myeloma,C0026764,Multiple myeloma,T191,109989006
155468,1768,21002671,indication,Discoid lupus erythematosus,C0024138,Discoid lupus erythematosus,T047,200938002
155469,1762,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
155470,1762,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
155471,1763,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
155472,1765,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155473,1759,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
155474,1757,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006
155475,1757,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007
155476,484,21002784,contraindication,Disorder of connective tissue,C0009782,Disorder of connective tissue,T047,105969002
155477,470,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
155478,470,21000201,contraindication,Condyloma acuminatum,C0009663,Condyloma acuminatum,T047,240542006
155479,470,21002592,contraindication,Inflammatory dermatosis,C3875321,Inflammatory dermatosis,T047,703938007
155480,465,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
155481,465,21000728,contraindication,Disorder of calcium metabolism,C0006705,Disorder of calcium metabolism,T047,71638002
155482,499,21002943,contraindication,Complete trisomy 21 syndrome,C0013080,Complete trisomy 21 syndrome,T019,41040004
155483,499,21002098,contraindication,Inflammatory bowel disease,C0021390,Inflammatory bowel disease,T047,24526004
155484,499,21002104,contraindication,Paralytic ileus,C0030446,Paralytic ileus,T047,55525008
155485,499,21001591,contraindication,Myocardial dysfunction,C0340515,Myocardial dysfunction,T046,233928007
155486,502,21002770,off-label use,Induction of labor,C0259787,Induction of labor,T061,236958009
155487,509,21000846,contraindication,Hemophilia,C0684275,Hemophilia,T047,90935002
155488,509,21000633,contraindication,Primary adrenocortical insufficiency,C0001403,Primary adrenocortical insufficiency,T047,373662000
155489,522,21001578,indication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
155490,546,21001806,indication,Staphylococcal pneumonia,C0032308,Staphylococcal pneumonia,T047,22754005
155491,546,21000110,indication,Bacterial septicemia,C0684256,Bacterial septicemia,T047,10001005
155492,546,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
155493,535,21001797,indication,Bacterial infection due to Klebsiella pneumoniae,C0343402,Bacterial infection due to Klebsiella pneumoniae,T047,186435004
155494,542,21003438,indication,Prevention of Perioperative Infection,,,,
155495,527,21001809,indication,Pneumonia due to Escherichia coli,C0276089,Pneumonia due to Escherichia coli,T047,51530003
155496,550,21002415,indication,Peptostreptococcus Pelvic Cellulitis,,,,
155497,550,21002329,indication,Proteus urinary tract infection,C0577709,Proteus urinary tract infection,T047,301012009
155498,1054,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155499,1046,21002135,indication,Complicated E. Coli Peritonitis,,,,
155500,1046,21000140,off-label use,Clostridium Perfringens Empyema,,,,
155501,1142,21001463,off-label use,Angina pectoris,C0002962,Angina pectoris,T033,194828000
155502,1152,21013448,indication,Hypoalphalipoproteinemia,C0473527,Hypoalphalipoproteinemia,T033,190785000
155503,1082,21002502,off-label use,Menorrhagia,C0025323,Menorrhagia,T046,386692008
155504,1082,21000534,contraindication,Endometrial carcinoma,C0476089,Endometrial carcinoma,T191,254878006
155505,1082,21001176,contraindication,Thrombosis of retinal vein,C1527411,Thrombosis of retinal vein,T047,46085004
155506,1115,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
155507,1086,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
155508,1086,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
155509,1086,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002
155510,1150,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
155511,1095,21001507,contraindication,Heart valve disorder,C0018824,Heart valve disorder,T047,368009
155512,1095,21011007,contraindication,Smokes tobacco daily,C3266136,Smokes tobacco daily,T033,449868002
155513,1123,21003227,contraindication,Acute vomiting,C0232597,Acute vomiting,T184,23971007
155514,1154,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155515,1059,21001116,contraindication,Migraine,C0149931,Migraine,T047,37796009
155516,1064,21000539,indication,Advanced Prostatic Carcinoma,,,,
155517,1064,21000533,contraindication,Malignant tumor of ovary,C1140680,Malignant tumor of ovary,T191,363443007
155518,1065,21002906,contraindication,Hypercalcemia associated with Metabolic Bone Disease,,,,
155519,1071,21010838,contraindication,Anuria,C0003460,Anuria,T047,2472002
