dise_name	orphanet_id	ref_id	ref_name	dise_type
Erythrocyte galactose epimerase deficiency	308473	E74.2	ICD-10	rare_genetic
Microcephalic osteodysplastic primordial dwarfism type II	2637	Q87.1	ICD-10	rare_genetic
Microcephalic osteodysplastic primordial dwarfism type II	2637	210720	OMIM	rare_genetic
Disorder of galactose metabolism	308467	E74.2	ICD-10	rare_genetic
Disorder of galactose metabolism	308467	C0342745	UMLS	rare_genetic
Macrophagic myofasciitis	592	C537829	MeSH	not_genetic
Macrophagic myofasciitis	592	C2931639	UMLS	not_genetic
Macrophagic myofasciitis	592	M60.8	ICD-10	not_genetic
Disorder of fructose metabolism	308463	C0342744	UMLS	rare_genetic
Disorder of fructose metabolism	308463	E74.1	ICD-10	rare_genetic
Aniridia	77	C538293	MeSH	rare_genetic
Aniridia	77	C0003076	UMLS	rare_genetic
Aniridia	77	C2931795	UMLS	rare_genetic
Aniridia	77	10002532	MedDRA	rare_genetic
Aniridia	77	D015783	MeSH	rare_genetic
Aniridia	77	Q13.1	ICD-10	rare_genetic
Disorder of neutral amino acid transport	308451	E72.0	ICD-10	rare_genetic
Vitamin B12-responsive methylmalonic acidemia, type cblDv2	308442	E71.1	ICD-10	rare_genetic
Vitamin B12-responsive methylmalonic acidemia, type cblDv2	308442	277410	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form	308655	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form	308655	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form	308638	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form	308638	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form	308621	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form	308621	232500	OMIM	rare_genetic
Glycogen storage disease due to acid maltase deficiency, infantile onset	308552	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen synthase deficiency	308520	E74.0	ICD-10	rare_genetic
Metachromatic leukodystrophy, adult form	309271	C0751279	UMLS	rare_genetic
Metachromatic leukodystrophy, adult form	309271	E75.2	ICD-10	rare_genetic
Glycoproteinosis	309279	E77.0	ICD-10	rare_genetic
Glycoproteinosis	309279	E77.1	ICD-10	rare_genetic
Glycoproteinosis	309279	E77.8	ICD-10	rare_genetic
Glycoproteinosis	309279	E77.9	ICD-10	rare_genetic
Alpha-mannosidosis, infantile form	309282	E77.1	ICD-10	rare_genetic
Alpha-mannosidosis, adult form	309288	E77.1	ICD-10	rare_genetic
GM2 gangliosidosis, AB variant	309246	E75.0	ICD-10	rare_genetic
GM2 gangliosidosis, AB variant	309246	272750	OMIM	rare_genetic
Atypical Gaucher disease due to saposin C deficiency	309252	610539	OMIM	rare_genetic
Atypical Gaucher disease due to saposin C deficiency	309252	E75.2	ICD-10	rare_genetic
Metachromatic leukodystrophy, late infantile form	309256	E75.2	ICD-10	rare_genetic
Metachromatic leukodystrophy, juvenile form	309263	C0751276	UMLS	rare_genetic
Metachromatic leukodystrophy, juvenile form	309263	E75.2	ICD-10	rare_genetic
Free sialic acid storage disease, infantile form	309324	E77.8	ICD-10	rare_genetic
Free sialic acid storage disease, infantile form	309324	C1963905	UMLS	rare_genetic
Free sialic acid storage disease, infantile form	309324	10067532	MedDRA	rare_genetic
Free sialic acid storage disease, infantile form	309324	269920	OMIM	rare_genetic
Intermediate severe Salla disease	309331	E77.8	ICD-10	rare_genetic
Salla disease	309334	10067531	MedDRA	rare_genetic
Salla disease	309334	E77.8	ICD-10	rare_genetic
Salla disease	309334	604369	OMIM	rare_genetic
Lysosomal glycogen storage disease	309337	E74.0	ICD-10	rare_genetic
Sialidosis	309294	10058800	MedDRA	rare_genetic
Sialidosis	309294	E77.1	ICD-10	rare_genetic
Mucopolysaccharidosis type 4A	309297	E76.2	ICD-10	rare_genetic
Mucopolysaccharidosis type 4A	309297	253000	OMIM	rare_genetic
Mucopolysaccharidosis type 4B	309310	C0086652	UMLS	rare_genetic
Mucopolysaccharidosis type 4B	309310	E76.2	ICD-10	rare_genetic
Mucopolysaccharidosis type 4B	309310	253010	OMIM	rare_genetic
Disorder of sialic acid metabolism	309319	E77.8	ICD-10	rare_genetic
Disorder of sialic acid metabolism	309319	C0342851	UMLS	rare_genetic
Hyper-beta-alaninemia	309147	C0268630	UMLS	rare_genetic
Hyper-beta-alaninemia	309147	237400	OMIM	rare_genetic
Hyper-beta-alaninemia	309147	E79.8	ICD-10	rare_genetic
Gangliosidosis	309144	C0017083	UMLS	rare_genetic
Gangliosidosis	309144	E75.0	ICD-10	rare_genetic
Gangliosidosis	309144	E75.1	ICD-10	rare_genetic
3-hydroxyacyl-CoA dehydrogenase deficiency	309127	C1291230	UMLS	rare_genetic
3-hydroxyacyl-CoA dehydrogenase deficiency	309127	E71.3	ICD-10	rare_genetic
Acyl-CoA dehydrogenase deficiency	309120	E71.3	ICD-10	rare_genetic
Acyl-CoA dehydrogenase deficiency	309120	C0268635	UMLS	rare_genetic
Metabolic disease due to other fatty acid oxidation disorder	309133	E71.3	ICD-10	rare_genetic
Disorder of carnitine cycle and carnitine transport	309130	E71.3	ICD-10	rare_genetic
Tay-Sachs disease, B variant, juvenile form	309185	E75.0	ICD-10	rare_genetic
Tay-Sachs disease, B variant, infantile form	309178	E75.0	ICD-10	rare_genetic
Tay-Sachs disease, B1 variant	309239	E75.0	ICD-10	rare_genetic
Tay-Sachs disease, B variant, adult form	309192	E75.0	ICD-10	rare_genetic
Sandhoff disease, infantile form	309155	C0751490	UMLS	rare_genetic
Sandhoff disease, infantile form	309155	E75.0	ICD-10	rare_genetic
Sandhoff disease, infantile form	309155	268800	OMIM	rare_genetic
GM2 gangliosidosis	309152	C0268274	UMLS	rare_genetic
GM2 gangliosidosis	309152	E75.0	ICD-10	rare_genetic
Sandhoff disease, adult form	309169	268800	OMIM	rare_genetic
Sandhoff disease, adult form	309169	C0751489	UMLS	rare_genetic
Sandhoff disease, adult form	309169	E75.0	ICD-10	rare_genetic
Sandhoff disease, juvenile form	309162	268800	OMIM	rare_genetic
Sandhoff disease, juvenile form	309162	C0751491	UMLS	rare_genetic
Sandhoff disease, juvenile form	309162	E75.0	ICD-10	rare_genetic
Autosomal recessive infantile hypercalcemia	300547	616963	OMIM	rare_genetic
Autosomal recessive infantile hypercalcemia	300547	E83.5	ICD-10	rare_genetic
Autosomal recessive infantile hypercalcemia	300547	143880	OMIM	rare_genetic
Carcinoma of the ampulla of Vater	300557	10048853	MedDRA	not_genetic
Carcinoma of the ampulla of Vater	300557	C24.1	ICD-10	not_genetic
Carcinoma of the ampulla of Vater	300557	C0262401	UMLS	not_genetic
Combined pulmonary fibrosis-emphysema syndrome	300564	J84.1	ICD-10	not_genetic
Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation	300570	Q04.3	ICD-10	rare_genetic
Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation	300570	614039	OMIM	rare_genetic
Polymicrogyria due to TUBB2B mutation	300573	Q04.3	ICD-10	rare_genetic
Polymicrogyria due to TUBB2B mutation	300573	610031	OMIM	rare_genetic
Oligodontia-cancer predisposition syndrome	300576	608615	OMIM	rare_genetic
Staphylococcal toxemia	300579	C0854511	UMLS	not_genetic
Staphylococcal toxemia	300579	10041932	MedDRA	not_genetic
Multiple congenital anomalies-hypotonia-seizures syndrome type 2	300496	300868	OMIM	rare_genetic
Multiple congenital anomalies-hypotonia-seizures syndrome type 2	300496	Q87.8	ICD-10	rare_genetic
Pseudohypoaldosteronism type 2D	300525	I15.1	ICD-10	rare_genetic
Pseudohypoaldosteronism type 2D	300525	614495	OMIM	rare_genetic
Pseudohypoaldosteronism type 2E	300530	I15.1	ICD-10	rare_genetic
Pseudohypoaldosteronism type 2E	300530	614496	OMIM	rare_genetic
DDOST-CDG	300536	E77.8	ICD-10	rare_genetic
DDOST-CDG	300536	614507	OMIM	rare_genetic
Diffuse large B-cell lymphoma of the central nervous system	300849	C83.3	ICD-10	not_genetic
Primary cutaneous anaplastic large cell lymphoma	300865	C1301362	UMLS	not_genetic
Primary cutaneous anaplastic large cell lymphoma	300865	C1698767	UMLS	not_genetic
Primary cutaneous anaplastic large cell lymphoma	300865	10065863	MedDRA	not_genetic
Primary cutaneous anaplastic large cell lymphoma	300865	C86.6	ICD-10	not_genetic
T-cell/histiocyte rich large B cell lymphoma	300857	C1321547	UMLS	not_genetic
T-cell/histiocyte rich large B cell lymphoma	300857	C83.3	ICD-10	not_genetic
Hairy cell leukemia variant	300878	C0349633	UMLS	not_genetic
Hairy cell leukemia variant	300878	10019054	MedDRA	not_genetic
Hairy cell leukemia variant	300878	C91.4	ICD-10	not_genetic
Splenic diffuse red pulp small B-cell lymphoma	300869	C83.0	ICD-10	not_genetic
ALK-positive anaplastic large cell lymphoma	300895	C84.6	ICD-10	not_genetic
Diffuse large B-cell lymphoma with chronic inflammation	300888	C83.3	ICD-10	not_genetic
Juvenile amyotrophic lateral sclerosis	300605	205100	OMIM	rare_genetic
Juvenile amyotrophic lateral sclerosis	300605	602099	OMIM	rare_genetic
Juvenile amyotrophic lateral sclerosis	300605	614373	OMIM	rare_genetic
Juvenile amyotrophic lateral sclerosis	300605	G12.2	ICD-10	rare_genetic
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	300751	115200	OMIM	rare_genetic
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	300751	I42.0	ICD-10	rare_genetic
ALK-negative anaplastic large cell lymphoma	300903	C1332078	UMLS	not_genetic
ALK-negative anaplastic large cell lymphoma	300903	C84.7	ICD-10	not_genetic
Congenital sucrase-isomaltase deficiency with starch intolerance	306436	E74.3	ICD-10	rare_genetic
Acquired adult-onset immunodeficiency	306431	D84.8	ICD-10	not_genetic
Congenital sucrase-isomaltase deficiency without starch intolerance	306462	E74.3	ICD-10	rare_genetic
Congenital sucrase-isomaltase deficiency with minimal starch tolerance	306446	E74.3	ICD-10	rare_genetic
FADD-related immunodeficiency	306550	613759	OMIM	rare_genetic
Myospherulosis	306553	C0027123	UMLS	not_genetic
Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	306542	613456	OMIM	rare_genetic
Porencephaly-microcephaly-bilateral congenital cataract syndrome	306547	613730	OMIM	rare_genetic
Congenital hereditary facial paralysis-variable hearing loss syndrome	306530	604185	OMIM	rare_genetic
Congenital hereditary facial paralysis-variable hearing loss syndrome	306530	Q87.0	ICD-10	rare_genetic
Congenital hereditary facial paralysis-variable hearing loss syndrome	306530	614744	OMIM	rare_genetic
Hereditary acrokeratotic poikiloderma of Kindler-Weary	306539	173650	OMIM	rare_genetic
Familial primary hypomagnesemia with normocalcuria	306522	E83.4	ICD-10	rare_genetic
Isolated hereditary congenital facial paralysis	306527	Q87.0	ICD-10	rare_genetic
Isolated hereditary congenital facial paralysis	306527	601471	OMIM	rare_genetic
Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	306516	E83.4	ICD-10	rare_genetic
LAMB2-related infantile-onset nephrotic syndrome	306507	N04.8	ICD-10	rare_genetic
LAMB2-related infantile-onset nephrotic syndrome	306507	614199	OMIM	rare_genetic
Autosomal recessive spastic paraplegia type 48	306511	G11.4	ICD-10	rare_genetic
Autosomal recessive spastic paraplegia type 48	306511	613647	OMIM	rare_genetic
PTEN hamartoma tumor syndrome	306498	C1959582	UMLS	rare_genetic
Congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome	306504	614748	OMIM	rare_genetic
Congenital sucrase-isomaltase deficiency with starch and lactose intolerance	306474	E74.3	ICD-10	rare_genetic
Congenital sucrase-isomaltase deficiency without sucrose intolerance	306486	E74.3	ICD-10	rare_genetic
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	306661	211900	OMIM	rare_genetic
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	306661	M11.2	ICD-10	rare_genetic
Familial normophosphatemic tumoral calcinosis	306658	M11.2	ICD-10	rare_genetic
Familial normophosphatemic tumoral calcinosis	306658	610455	OMIM	rare_genetic
Non-infectious anterior uveitis	306648	C0339317	UMLS	not_genetic
X-linked Opitz G/BBB syndrome	306597	Q87.8	ICD-10	rare_genetic
X-linked Opitz G/BBB syndrome	306597	300000	OMIM	rare_genetic
Autosomal dominant Opitz G/BBB syndrome	306588	Q87.8	ICD-10	rare_genetic
Autosomal dominant Opitz G/BBB syndrome	306588	145410	OMIM	rare_genetic
Sodium channelopathy-related small fiber neuropathy	306577	133020	OMIM	rare_genetic
Sodium channelopathy-related small fiber neuropathy	306577	615551	OMIM	rare_genetic
Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	306558	614231	OMIM	rare_genetic
Congenital absence of thigh and lower leg with foot present, bilateral	295091	Q72.1	ICD-10	rare_genetic
Congenital absence of thigh and lower leg with foot present, unilateral	295089	Q72.1	ICD-10	rare_genetic
Congenital absence of both forearm and hand, bilateral	295095	Q71.2	ICD-10	rare_genetic
Congenital absence of both forearm and hand, unilateral	295093	Q71.2	ICD-10	rare_genetic
Congenital absence of both lower leg and foot, bilateral	295099	Q72.2	ICD-10	rare_genetic
Congenital absence of both lower leg and foot, unilateral	295097	Q72.2	ICD-10	rare_genetic
Acheiria, bilateral	295103	C0685394	UMLS	rare_genetic
Acheiria, bilateral	295103	Q71.3	ICD-10	rare_genetic
Acheiria, unilateral	295101	C0685393	UMLS	rare_genetic
Acheiria, unilateral	295101	Q71.3	ICD-10	rare_genetic
Apodia, bilateral	295107	Q72.3	ICD-10	rare_genetic
Apodia, unilateral	295105	Q72.3	ICD-10	rare_genetic
Congenital absence/hypoplasia of thumb, bilateral	295112	Q71.3	ICD-10	rare_genetic
Congenital absence/hypoplasia of thumb, unilateral	295110	Q71.3	ICD-10	rare_genetic
Adactyly of foot, unilateral	295116	Q72.8	ICD-10	rare_genetic
Congenital absence/hypoplasia of fingers excluding thumb, bilateral	295114	Q71.3	ICD-10	rare_genetic
Split hand, unilateral	295120	Q71.6	ICD-10	rare_genetic
Adactyly of foot, bilateral	295118	Q72.8	ICD-10	rare_genetic
Split hand, bilateral	295122	Q71.6	ICD-10	rare_genetic
Split foot, unilateral	295124	Q72.7	ICD-10	rare_genetic
Split foot, bilateral	295126	Q72.7	ICD-10	rare_genetic
Brachydactyly of fingers, unilateral	295128	Q71.8	ICD-10	rare_genetic
Brachydactyly of fingers, bilateral	295130	Q71.8	ICD-10	rare_genetic
Brachydactyly of toes, unilateral	295132	Q72.8	ICD-10	rare_genetic
Brachydactyly of toes, bilateral	295134	Q72.8	ICD-10	rare_genetic
Symbrachydactyly of hand and foot, unilateral	295136	Q73.8	ICD-10	rare_genetic
Symbrachydactyly of hand and foot, bilateral	295138	Q73.8	ICD-10	rare_genetic
Hyperphalangy, unilateral	295140	Q74.8	ICD-10	rare_genetic
Hyperphalangy, bilateral	295142	Q74.8	ICD-10	rare_genetic
Polydactyly of a biphalangeal thumb, unilateral	295144	Q69.1	ICD-10	rare_genetic
Polydactyly of a biphalangeal thumb, bilateral	295146	Q69.1	ICD-10	rare_genetic
Polydactyly of a triphalangeal thumb, unilateral	295148	Q69.1	ICD-10	rare_genetic
Polydactyly of a triphalangeal thumb, bilateral	295150	Q69.1	ICD-10	rare_genetic
Polydactyly of an index finger, unilateral	295152	Q69.0	ICD-10	rare_genetic
Postaxial polydactyly type A, unilateral	295163	Q69.0	ICD-10	rare_genetic
Polysyndactyly, bilateral	295161	Q70.4	ICD-10	rare_genetic
Polysyndactyly, unilateral	295159	Q70.4	ICD-10	rare_genetic
Polydactyly of an index finger, bilateral	295154	Q69.0	ICD-10	rare_genetic
Central polydactyly of fingers, unilateral	295171	Q69.0	ICD-10	rare_genetic
Postaxial polydactyly type B, bilateral	295169	Q69.0	ICD-10	rare_genetic
Postaxial polydactyly type B, unilateral	295167	Q69.0	ICD-10	rare_genetic
Postaxial polydactyly type A, bilateral	295165	Q69.0	ICD-10	rare_genetic
Postaxial polydactyly of toes, unilateral	295179	Q69.2	ICD-10	rare_genetic
Preaxial polydactyly of toes, bilateral	295177	Q69.2	ICD-10	rare_genetic
Preaxial polydactyly of toes, unilateral	295175	Q69.2	ICD-10	rare_genetic
Central polydactyly of fingers, bilateral	295173	Q69.0	ICD-10	rare_genetic
Zygodactyly type 1	295187	Q70.3	ICD-10	rare_genetic
Zygodactyly type 1	295187	609815	OMIM	rare_genetic
Central polydactyly of toes, bilateral	295185	Q69.2	ICD-10	rare_genetic
Central polydactyly of toes, unilateral	295183	Q69.2	ICD-10	rare_genetic
Postaxial polydactyly of toes, bilateral	295181	Q69.2	ICD-10	rare_genetic
Zygodactyly type 4	295193	Q70.3	ICD-10	rare_genetic
Synpolydactyly type 1	295195	Q70.2	ICD-10	rare_genetic
Synpolydactyly type 1	295195	186000	OMIM	rare_genetic
Synpolydactyly type 1	295195	Q70.0	ICD-10	rare_genetic
Zygodactyly type 2	295189	Q70.0	ICD-10	rare_genetic
Zygodactyly type 2	295189	Q70.1	ICD-10	rare_genetic
Zygodactyly type 2	295189	Q70.2	ICD-10	rare_genetic
Zygodactyly type 2	295189	Q70.3	ICD-10	rare_genetic
Zygodactyly type 3	295191	Q70.0	ICD-10	rare_genetic
Zygodactyly type 3	295191	Q70.1	ICD-10	rare_genetic
Zygodactyly type 3	295191	Q70.2	ICD-10	rare_genetic
Zygodactyly type 3	295191	Q70.3	ICD-10	rare_genetic
Congenital vertical talus, unilateral	295201	Q66.8	ICD-10	rare_genetic
Congenital vertical talus, bilateral	295203	Q66.8	ICD-10	rare_genetic
Synpolydactyly type 2	295197	Q70.0	ICD-10	rare_genetic
Synpolydactyly type 2	295197	Q70.2	ICD-10	rare_genetic
Synpolydactyly type 2	295197	608180	OMIM	rare_genetic
Synpolydactyly type 3	295199	Q70.0	ICD-10	rare_genetic
Synpolydactyly type 3	295199	Q70.2	ICD-10	rare_genetic
Synpolydactyly type 3	295199	610234	OMIM	rare_genetic
Humero-radial synostosis, unilateral	295209	Q74.0	ICD-10	rare_genetic
Humero-radial synostosis, bilateral	295211	Q74.0	ICD-10	rare_genetic
Humero-radio-ulnar synostosis, unilateral	295205	Q74.0	ICD-10	rare_genetic
Humero-radio-ulnar synostosis, bilateral	295207	Q74.0	ICD-10	rare_genetic
Radio-ulnar synostosis, unilateral	295217	Q74.0	ICD-10	rare_genetic
Radio-ulnar synostosis, bilateral	295219	Q74.0	ICD-10	rare_genetic
Humero-ulnar synostosis, unilateral	295213	Q74.0	ICD-10	rare_genetic
Humero-ulnar synostosis, bilateral	295215	Q74.0	ICD-10	rare_genetic
Congenital genu flexum	295232	Q68.2	ICD-10	rare_genetic
Congenital genu recurvatum	295229	C0152235	UMLS	rare_genetic
Congenital genu recurvatum	295229	Q68.2	ICD-10	rare_genetic
Congenital patella dislocation, bilateral	295237	Q74.1	ICD-10	rare_genetic
